49.0226,2.55638,0,1
49.0214,2.53544,118,2
49.0205,2.51244,260,3
49.0178,2.46952,491,4
49.0172,2.45167,764,5
49.0181,2.42695,1066,6
49.0253,2.41802,1706,7
49.0331,2.41425,2293,8
49.0419,2.4139,2320,9
49.0514,2.42626,2266,10
49.0536,2.45029,2293,11
49.0545,2.48051,2346,12
49.0559,2.51278,2320,13
49.0577,2.53819,2320,14
49.0581,2.56359,2173,15
49.0568,2.58076,1733,16
49.0523,2.59998,1373,17
49.0433,2.60616,1186,18
49.0356,2.60822,960,19
49.0289,2.60136,586,20
49.0244,2.58625,346,21
49.0226,2.56702,186,22
49.0217,2.55741,0,23
