43.6227,1.3678
43.6197,1.37054
43.6178,1.37466
43.6108,1.38016
43.6039,1.38565
43.5959,1.39252
43.588,1.38977
43.5789,1.38153
43.5729,1.36642
43.568,1.34171
43.569,1.3266
43.5759,1.31149
43.587,1.2854
43.5969,1.26892
43.6098,1.24969
43.6257,1.23047
43.6317,1.22223
43.6426,1.20712
43.6545,1.17828
43.6714,1.15494
43.6823,1.13846
43.6892,1.1261
43.6982,1.11374
43.7112,1.09726
43.727,1.08078
43.735,1.06705
43.7647,1.00388
43.7716,0.986023
43.7805,0.958557
43.7865,0.937958
43.7924,0.914612
43.8023,0.869293
43.8103,0.848694
43.8182,0.822601
43.8182,0.800629
43.8231,0.777283
43.8301,0.745697
43.8401,0.699005
43.848,0.661926
43.8559,0.626221
43.8706,0.543823
43.8864,0.488892
43.8942,0.461426
43.91,0.422974
43.9258,0.362549
43.9534,0.291138
43.9889,0.164795
44.0205,0.115356
44.0363,0.065918
44.0679,-0.0549316
44.0797,-0.109863
44.0976,-0.170288
44.1093,-0.236206
44.1289,-0.285645
44.168,-0.335083
44.2032,-0.395508
44.2306,-0.450439
44.2658,-0.516357
44.2971,-0.576782
44.3323,-0.626221
44.391,-0.65918
44.4379,-0.672913
44.477,-0.694885
44.5279,-0.730591
44.5553,-0.752563
44.5846,-0.766296
44.6183,-0.774536
44.6377,-0.782776
44.6631,-0.799255
44.6903,-0.818481
44.7234,-0.837708
44.7488,-0.837708
44.7858,-0.829468
44.8004,-0.827408
44.8101,-0.826721
44.8169,-0.823975
44.8242,-0.817108
44.8301,-0.807495
44.832,-0.801315
44.833,-0.792389
44.8344,-0.778656
44.8344,-0.758743
44.8335,-0.748444
44.832,-0.734024
44.8306,-0.725098
44.8286,-0.718918
44.8271,-0.711365
44.8257,-0.705872
